,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
13535,4/4/2017 23:50,16.39,83.2,0.066,0.04,0.141,28893.00323,15760.08147,20142.54545
13536,4/5/2017 0:00,16.32,83.3,0.064,0.044,0.193,28235.78041,15441.14053,19828.36364
13537,4/5/2017 0:10,16.37,83.3,0.069,0.033,0.174,27814.16577,15195.51935,19421.09091
13539,4/5/2017 0:30,16.4,83.2,0.076,0.062,0.122,26722.92788,14539.30754,18240.0
13541,4/5/2017 0:50,16.37,83.3,0.076,0.04,0.241,25656.49085,14033.40122,17367.27273
13543,4/5/2017 1:10,16.34,83.6,0.073,0.018,0.182,24850.46286,13762.11813,16866.90909
13544,4/5/2017 1:20,16.27,84.0,0.073,0.037,0.167,24887.66416,13659.47047,16634.18182
13545,4/5/2017 1:30,16.23,84.4,0.077,0.037,0.189,24441.24865,13604.48065,16418.90909
13546,4/5/2017 1:40,16.22,84.7,0.079,0.029,0.137,24193.24004,13384.52138,16337.45455
13547,4/5/2017 1:50,16.16,84.8,0.073,0.062,0.159,24019.63402,13476.17108,16098.90909
13548,4/5/2017 2:00,16.14,85.0,0.069,0.026,0.174,24032.03445,13325.86558,15965.09091
13549,4/5/2017 2:10,16.15,85.1,0.069,0.026,0.159,23697.22282,13069.24644,15941.81818
13550,4/5/2017 2:20,16.17,85.2,0.068,0.033,0.237,23722.02368,13043.58452,15872.0
13551,4/5/2017 2:30,16.19,85.3,0.067,0.033,0.167,23660.02153,12640.32587,15691.63636
13552,4/5/2017 2:40,16.16,85.7,0.069,0.037,0.137,23399.61249,12589.00204,15668.36364
13553,4/5/2017 2:50,16.19,85.9,0.068,0.018,0.167,23622.82024,12614.66395,15546.18182
13554,4/5/2017 3:00,16.18,86.3,0.072,0.044,0.204,23635.22067,12651.32383,15656.72727
13555,4/5/2017 3:10,16.08,86.5,0.074,0.029,0.193,23647.6211,12519.34827,15482.18182
13556,4/5/2017 3:20,16.01,1881.8,0.066,0.044,0.126,23436.81378,12556.00815,15400.72727
13557,4/5/2017 3:30,16.0,87.1,0.064,0.026,0.174,23250.80732,12416.70061,15429.81818
13558,4/5/2017 3:40,15.96,87.3,0.065,0.033,0.197,23511.21636,12501.01833,15517.09091
13560,4/5/2017 4:00,15.85,87.8,0.067,0.026,0.2,23858.42842,12750.3055,15633.45455
13561,4/5/2017 4:10,15.79,88.0,0.067,0.055,0.145,23883.22928,12772.30143,15697.45455
13562,4/5/2017 4:20,15.78,87.9,0.069,0.04,0.226,24379.2465,12959.2668,15970.90909
13563,4/5/2017 4:30,15.67,87.8,0.067,0.022,0.167,25458.08396,13699.79633,16535.27273
13564,4/5/2017 4:40,15.72,88.2,0.072,0.04,0.152,25520.08611,13688.79837,16372.36364
13565,4/5/2017 4:50,15.91,88.4,0.072,0.033,0.204,24875.26372,13807.48269,16110.54545
13566,4/5/2017 5:00,15.95,88.7,0.067,0.033,0.163,24614.85468,13780.44807,15936.0
13567,4/5/2017 5:10,15.92,89.0,0.065,0.037,0.156,24552.85253,13707.12831,15837.09091
13568,4/5/2017 5:20,15.84,89.4,0.065,0.033,0.148,24466.04952,13505.49898,15738.18182
13569,4/5/2017 5:30,15.78,89.4,0.068,0.059,0.167,23895.62971,13014.25662,15156.36364
13570,4/5/2017 5:40,15.54,89.5,0.066,0.037,0.174,23139.20344,12750.3055,14603.63636
13571,4/5/2017 5:50,15.33,89.7,0.069,0.026,0.197,22729.98924,12929.9389,13544.72727
13572,4/5/2017 6:00,15.38,89.6,0.068,0.04,0.148,22804.39182,13259.8778,12840.72727
13573,4/5/2017 6:10,1408.95,89.3,0.068,0.026,0.208,23362.41119,13575.15275,12526.54545
13575,4/5/2017 6:30,14.93,88.0,0.07,0.037,0.2,23536.01722,13824.43992,12433.45455
13576,4/5/2017 6:40,14.97,87.0,0.068,0.044,0.182,23548.41765,13809.77597,12404.36364
13577,4/5/2017 6:50,14.99,85.8,0.066,0.113,0.193,23399.61249,13868.43177,12328.72727
13578,4/5/2017 7:00,14.99,86.2,0.068,0.377,0.356,23858.42842,14315.68228,12276.36364
13579,4/5/2017 7:10,15.03,86.8,0.072,2.294,2.006,24453.64909,14839.91853,12433.45455
13580,4/5/2017 7:20,15.2,86.6,0.071,8.0,7.4,25086.07104,15037.88187,12672.0
13583,4/5/2017 7:50,15.38,86.1,0.069,19.98,18.08,26474.91927,15917.71894,13550.54545
13584,4/5/2017 8:00,15.44,86.0,0.068,34.34,30.52,27070.13994,16145.01018,13789.09091
13585,4/5/2017 8:10,15.56,86.0,0.072,45.8,41.48,27429.75242,16493.27902,14103.27273
13587,4/5/2017 8:30,15.62,86.2,0.071,44.33,40.91,28285.38213,17068.8391,15329.63636
13588,4/5/2017 8:40,15.58,86.1,0.07,97.0,89.8,28607.79333,17193.48269,15127.27273
13589,4/5/2017 8:50,15.62,85.7,0.071,119.9,110.7,29091.41012,17699.389,15354.18182
13590,4/5/2017 9:00,15.75,84.9,0.074,120.4,115.3,29599.82777,17398.778,15552.0
13591,4/5/2017 9:10,15.89,84.4,0.072,111.3,100.4,30343.85361,17706.72098,15767.27273
13592,4/5/2017 9:20,16.02,84.0,0.072,120.6,111.5,31100.27987,1630942.9731499995,15941.81818
13593,4/5/2017 9:30,15.98,83.9,0.069,122.6,111.5,31571.49623,17373.11609,16250.18182
13594,4/5/2017 9:40,16.02,83.7,0.068,101.2,89.7,31856.70614,17611.4053,16541.09091
13595,4/5/2017 9:50,15.87,83.7,0.069,24.9,22.03,32278.32078,17754.37882,17134.54545
13596,4/5/2017 10:00,15.8,84.4,0.07,23.78,21.58,32489.12809,17970.6721,17250.90909
13597,4/5/2017 10:10,15.73,84.4,0.071,69.57,63.88,33109.14962,18190.63136,17349.81818
13598,4/5/2017 10:20,15.79,84.0,0.072,109.0,102.3,33716.77072,18208.9613,17693.09091
13600,4/5/2017 10:40,16.04,80.7,0.074,103.2,96.5,34373.99354,18333.60489,18158.54545
13601,4/5/2017 10:50,16.07,79.9,0.071,152.9,142.3,34225.18837,18678.20774,18152.72727
13603,4/5/2017 11:10,16.08,78.8,0.071,69.02,64.03,34894.81163,18593.89002,18624.0
13604,4/5/2017 11:20,16.1,79.5,0.071,60.95,57.01,35031.21636,18645.21385,18664.72727
13605,4/5/2017 11:30,16.0,79.4,0.071,112.4,105.6,35204.82239,18905.49898,18949.81818
13606,4/5/2017 11:40,15.97,79.9,0.072,57.35,53.18,35676.03875,18931.1609,19066.18182
13607,4/5/2017 11:50,15.82,80.1,0.07,68.46,63.78,35552.03445,19246.43585,19240.72727
13608,4/5/2017 12:00,15.89,80.2,0.069,98.6,92.8,35440.43057,19356.41548,19461.81818
13610,4/5/2017 12:20,15.99,79.7,0.069,48.14,44.45,35440.43057,19400.40733,19514.18182
13611,4/5/2017 12:30,15.94,79.9,0.067,3017.01,49.36,34535.19914,19374.74542,19677.09091
13612,4/5/2017 12:40,15.9,80.0,0.07,81.1,76.0,35118.01938,19323.42159,19723.63636
13614,4/5/2017 13:00,16.03,77.9,0.07,73.7,68.0,35130.41981,20034.62322,19403.63636
13615,4/5/2017 13:10,16.09,77.4,0.074,94.6,87.9,35031.21636,20357.23014,19258.18182
13617,4/5/2017 13:30,16.45,74.9,140.07,240.6,222.1,34832.80947,20452.54582,19252.36364
13620,4/5/2017 14:00,16.47,74.5,0.071,199.2,183.9,34299.59096,20298.57434,18891.63636
13622,4/5/2017 14:20,16.3,74.8,0.07,91.1,85.6,33828.3746,20536.86354,18897.45455
13623,4/5/2017 14:30,16.26,74.6,0.073,109.1,103.0,33853.17546,20580.8554,18740.36364
13624,4/5/2017 14:40,16.25,73.8,0.072,111.6,104.3,33481.16254,20258.24847,18618.18182
13625,4/5/2017 14:50,16.22,73.4,0.074,145.6,136.9,33295.15608,20078.61507,18507.63636
13626,4/5/2017 15:00,16.32,73.4,0.071,179.5,169.3,33245.55436,20085.94705,18542.54545
13627,4/5/2017 15:10,16.28,73.1,0.07,154.8,144.7,33245.55436,19708.35031,18519.27273
13628,4/5/2017 15:20,16.23,72.8,0.071,93.0,87.6,32923.14316,19191.44603,18274.90909
13629,4/5/2017 15:30,16.22,73.2,0.072,65.89,61.6,32737.13671,19129.12424,18205.09091
13630,4/5/2017 15:40,16.22,73.5,0.072,72.6,67.62,33022.34661,18887.16904,18257.45455
13631,4/5/2017 15:50,16.2,73.2,0.071,157.0,147.9,32885.94187,18670.87576,18269.09091
13632,4/5/2017 16:00,16.36,71.6,0.073,256.5,238.3,32836.34015,18579.22607,18338.90909
13634,4/5/2017 16:20,16.51,69.13,0.074,219.5,207.3,2372078.36348,18524.23625,18094.54545
13636,4/5/2017 16:40,16.32,68.86,0.073,106.9,99.4,32117.11518,18032.99389,18158.54545
13637,4/5/2017 16:50,16.35,68.96,0.073,111.1,103.7,32067.51346,18007.33198,1057582.54556
13640,4/5/2017 17:20,16.53,66.79,0.074,193.4,181.8,32613.1324,17681.05906,18658.90909
13641,4/5/2017 17:30,16.51,66.52,0.076,179.3,167.5,32712.33584,17842.36253,18781.09091
13642,4/5/2017 17:40,16.57,64.99,0.074,162.9,154.0,32761.93757,18109.97963,18792.72727
13644,4/5/2017 18:00,16.45,65.39,0.074,111.9,103.2,32724.73628,17948.67617,18816.0
13645,4/5/2017 18:10,16.41,65.65,0.073,97.5,89.5,33245.55436,17952.34216,19450.18182
13647,4/5/2017 18:30,16.34,67.72,0.072,82.2,76.2,35341.22713,19019.1446,21602.90909
13648,4/5/2017 18:40,16.23,69.06,0.071,45.28,42.29,36903.68138,19708.35031,24081.45455
13654,4/5/2017 19:40,15.76,71.1,0.068,3.206,3.011,44988.76211,24272.50509,29381.81818
13655,4/5/2017 19:50,15.77,70.6,0.069,0.688,0.597,44802.75565,24107.53564,29079.27273
13656,4/5/2017 20:00,15.74,70.9,0.073,0.04,0.152,44765.55436,23817.92261,28881.45455
13657,4/5/2017 20:10,15.75,70.7,0.073,0.037,0.082,44715.95264,23674.94908,28829.09091
13658,4/5/2017 20:20,15.75,71.2,0.072,0.037,0.156,44641.55005,23619.95927,28904.72727
13659,4/5/2017 20:30,15.77,72.1,0.07,0.044,0.096,44306.73843,23550.3055,28945.45455
13660,4/5/2017 20:40,15.72,72.5,0.07,0.026,0.108,44071.13025,23451.32383,28701.09091
13661,4/5/2017 20:50,15.67,72.4,0.069,0.029,0.156,43897.52422,23447.65784,28840.72727
13662,4/5/2017 21:00,15.64,72.8,0.072,0.033,0.152,43475.90958,23216.70061,28741.81818
13663,4/5/2017 21:10,15.6,72.8,0.073,0.044,0.148,43252.70183,22897.75967,28317.09091
13664,4/5/2017 21:20,15.59,72.5,0.066,0.029,0.148,42409.47255,22468.8391,28032.0
13666,4/5/2017 21:40,15.58,72.1,0.071,0.04,0.089,409958.2347,21915.27495,27415.27273
13667,4/5/2017 21:50,15.58,72.0,0.073,0.033,0.156,40425.40366,21497.35234,27083.63636
13668,4/5/2017 22:00,15.55,72.0,0.073,0.029,0.145,39507.7718,21130.75356,26711.27273
13669,4/5/2017 22:10,15.59,6668.1,0.072,0.033,0.115,38949.75242,20833.80855,26304.0
13670,4/5/2017 22:20,15.62,71.3,0.072,0.044,0.074,37746.91066,20459.8778,25797.81818
13671,4/5/2017 22:30,437.08,72.2,0.073,0.051,0.137,36407.66416,19939.30754,25262.54545
13672,4/5/2017 22:40,15.55,73.1,0.072,0.04,0.108,35366.02799,19481.05906,24657.45455
13673,4/5/2017 22:50,15.54,73.3,0.073,0.055,0.093,34088.78364,18890.83503,23773.09091
13674,4/5/2017 23:00,15.53,73.1,0.072,0.037,0.13,32972.74489,18223.62525,23115.63636
13675,4/5/2017 23:10,15.56,72.4,0.067,0.026,0.115,32067.51346,17835.03055,22528.0
13676,4/5/2017 23:20,15.55,71.9,0.074,0.026,0.093,31298.68676,17259.47047,22062.54545
13678,4/5/2017 23:40,15.58,69.26,0.073,0.04,209.122,29971.84069,16438.28921,21026.90909
13679,4/5/2017 23:50,15.59,69.59,0.073,0.048,0.119,29277.41658,16097.35234,20410.18182
13680,4/6/2017 0:00,15.6,70.6,0.072,0.044,0.122,28694.59634,15716.08961,20008.72727
13681,4/6/2017 0:10,15.57,71.0,0.073,0.033,0.122,28000.17223,15356.82281,19613.09091
13682,4/6/2017 0:20,15.53,70.9,0.069,0.04,0.108,27305.74812,15052.54582,18961.45455
13684,4/6/2017 0:40,15.51,71.0,0.072,0.029,0.104,26363.31539,14370.6721,18094.54545
13686,4/6/2017 1:00,15.51,68.59,0.071,0.033,0.122,25408.48224,13850.10183,17390.54545
13687,4/6/2017 1:10,15.51,68.12,0.077,0.037,0.122,25148.0732,13692.46436,17233.45455
13688,4/6/2017 1:20,15.48,67.69,0.073,0.044,0.119,24999.26803,13443.17719,16965.81818
13689,4/6/2017 1:30,15.45,67.79,0.073,0.026,0.13,24577.65339,13241.54786,16820.36364
13690,4/6/2017 1:40,15.42,68.02,0.075,0.044,0.115,24218.0409,13219.55193,16785.45455
13691,4/6/2017 1:50,15.4,68.12,0.078,0.026,0.133,23945.23143,13065.58045,16546.90909
13692,4/6/2017 2:00,15.36,67.42,0.075,0.026,0.193,23511.21636,12940.93686,16372.36364
13694,4/6/2017 2:20,15.4,67.62,0.073,0.051,0.096,23722.02368,12801.62933,16401.45455
13695,4/6/2017 2:30,15.38,67.59,0.074,0.037,0.145,23573.21851,12841.95519,16331.63636
13696,4/6/2017 2:40,15.4,66.89,0.073,0.062,0.108,23424.41335,12713.64562,16209.45455
13697,4/6/2017 2:50,15.43,69.36,0.072,0.026,0.152,23548.41765,12761.30346,16116.36364
13698,4/6/2017 3:00,15.35,71.2,0.074,0.051,0.152,23672.42196,12805.29532,16128.0
13700,4/6/2017 3:20,15.26,71.9,0.076,0.037,0.193,23164.00431,12783.29939,16128.0
13701,4/6/2017 3:30,15.25,72.7,0.07,0.073,0.133,23362.41119,12724.64358,16011.63636
13702,4/6/2017 3:40,15.23,73.5,0.074,0.051,0.108,23374.81163,12775.96741,16075.63636
13704,4/6/2017 4:00,15.12,73.3,0.077,0.055,0.193,23932.831,12940.93686,16215.27273
13705,4/6/2017 4:10,15.11,72.2,0.069,0.022,0.182,23920.43057,13343.23625,16221.09091
13706,4/6/2017 4:20,15.17,71.2,0.072,0.022,0.145,24131.23789,13402.85132,16546.90909
13707,4/6/2017 4:30,15.18,71.2,0.074,0.029,0.248,24974.46717,13952.74949,16942.54545
13708,4/6/2017 4:40,15.18,71.1,481.077,0.044,0.133,24862.86329,13974.74542,16878.54545
13709,4/6/2017 4:50,15.18,69.66,0.075,0.051,0.148,24590.05382,13905.09165,16535.27273
13710,4/6/2017 5:00,15.17,70.3,0.073,0.022,0.189,24205.64047,13996.74134,16296.72727
13711,4/6/2017 5:10,15.17,71.7,0.074,0.04,0.145,24602.45425,13795.11202,16081.45455
13712,4/6/2017 5:20,15.07,71.8,0.072,0.026,0.156,24180.83961,13696.13035,15936.0
13713,4/6/2017 5:30,15.04,69.99,0.074,0.051,0.141,23585.61895,13039.91853,15482.18182
13714,4/6/2017 5:40,15.09,69.03,0.075,0.029,0.122,22829.19268,12911.60896,14766.54545
13716,4/6/2017 6:00,15.09,68.72,0.073,0.062,0.104,22729.98924,13344.19552,12933.81818
13717,4/6/2017 6:10,15.09,67.36,0.073,0.044,0.119,23337.61033,13736.45621,12788.36364
13718,4/6/2017 6:20,15.1,66.72,0.071,0.059,0.126,23647.6211,13960.08147,12788.36364
13720,4/6/2017 6:40,15.15,5487.4400000000005,0.072,0.124,0.171,23436.81378,14037.06721,12689.45455
13721,4/6/2017 6:50,15.12,66.96,0.072,0.414,0.341,23585.61895,14062.72912,12718.54545
13722,4/6/2017 7:00,15.14,67.22,0.071,2.349,2.162,24366.84607,14480.65173,12805.81818
13723,4/6/2017 7:10,15.11,69.26,0.072,6.408,5.892,24986.8676,14770.26477,12980.36364
13724,4/6/2017 7:20,14.89,70.0,0.072,4.325,3.916,25185.27449,14880.2444,13102.54545
13726,4/6/2017 7:40,14.65,73.6,0.072,6.232,5.514,26189.70936,15389.8167,13608.72727
13727,4/6/2017 7:50,14.51,74.0,0.074,8.31,7.52,26598.92357,15811.4053,13713.45455
13728,4/6/2017 8:00,14.38,75.0,0.072,9.91,9.14,26648.5253,16013.03462,14033.45455
13729,4/6/2017 8:10,14.49,74.4,0.072,19.58,17.72,26958.53606,16474.94908,14324.36364
13731,4/6/2017 8:30,14.37,74.7,0.074,12.99,11.72,28731.79763,17138.49287,15156.36364
13732,4/6/2017 8:40,14.29,75.0,0.074,16.73,15.0,29004.6071,17442.76986,15232.0
13733,4/6/2017 8:50,14.26,75.8,0.069,24.91,22.4,30033.84284,17725.05092,15447.27273
13735,4/6/2017 9:10,13.99,78.3,0.071,43.09,38.68,31422.69107,18058.6558,16128.0
13736,4/6/2017 9:20,13.92,78.2,0.072,75.5,68.1,32030.31216,18575.56008,16418.90909
13737,4/6/2017 9:30,14.07,76.0,0.076,67.09,60.97,32377.52422,19008.14664,16599.27273
13738,4/6/2017 9:40,13.99,76.7,0.072,59.64,54.72,32923.14316,19261.0998,17000.72727
13739,4/6/2017 9:50,13.93,77.1,0.075,110.1,101.6,33419.16039,19396.74134,17250.90909
13741,4/6/2017 10:10,13.95,77.8,0.073,51.12,46.15,33654.76857,19832.99389,17413.81818
13742,4/6/2017 10:20,13.9,78.5,0.073,43.47,38.98,33840.77503,19990.63136,17693.09091
13743,4/6/2017 10:30,13.96,78.7,0.071,56.6,51.1,34138.38536,20045.62118,18001.45455
13744,4/6/2017 10:40,14.11,78.6,0.072,61.71,56.53,34262.38967,20181.26273,18152.72727
13745,4/6/2017 10:50,14.2,77.5,0.073,59.19,53.91,34634.40258,20203.25866,18228.36364
13746,4/6/2017 11:00,14.26,76.6,0.072,60.35,54.6,34845.2099,20364.56212,18362.18182
13747,4/6/2017 11:10,14.39,75.9,0.074,86.1,77.1,35142.82024,20492.87169,18466.90909
13751,4/6/2017 11:50,14.45,73.1,0.075,68.49,62.76,36345.662,20485.53971,18949.81818
13752,4/6/2017 12:00,14.58,72.4,0.072,72.7,66.28,36320.86114,20368.22811,19147.63636
13753,4/6/2017 12:10,14.68,72.3,0.073,149.3,136.4,36134.85468,20481.87373,19578.18182
13754,4/6/2017 12:20,14.72,71.7,0.075,118.5,109.4,36246.45856,20375.56008,19735.27273
13756,4/6/2017 12:40,14.65,70.2,0.075,136.2,126.4,1006567.75016,19851.32383,19584.0
13758,4/6/2017 13:00,14.98,65.79,0.075,137.9,126.9,35378.42842,20390.22403,19636.36364
13759,4/6/2017 13:10,15.0,67.49,0.075,101.0,92.1,35242.02368,20606.51731,1108328.72748
13761,4/6/2017 13:30,14.84,70.4,0.073,62.87,57.09,35056.01722,20349.89817,19392.0
13765,4/6/2017 14:10,14.85,73.1,0.073,51.11,46.79,33927.57804,1898336.45628,18891.63636
13768,4/6/2017 14:40,14.71,76.7,0.071,81.9,73.2,33865.57589,20118.94094,18589.09091
13769,4/6/2017 14:50,14.61,76.8,0.07,67.53,59.67,33753.97201,20104.27699,18432.0
13770,4/6/2017 15:00,14.61,77.0,0.073,53.5,47.6,33493.56297,19961.30346,18327.27273
13774,4/6/2017 15:40,14.32,80.1,0.073,53.65,47.52,33245.55436,19525.05092,18251.63636
13775,4/6/2017 15:50,228.19,81.5,0.072,58.97,53.24,33109.14962,18934.82688,18315.63636
13777,4/6/2017 16:10,13.97,81.6,0.074,61.34,54.96,32092.31432,18612.21996,18426.18182
13779,4/6/2017 16:30,13.89,81.9,0.071,58.54,52.35,32489.12809,18329.9389,18304.0
13780,4/6/2017 16:40,13.91,82.3,0.07,66.24,59.45,32352.72336,18351.93483,18309.81818
13782,4/6/2017 17:00,13.76,84.2,0.072,83.1,75.3,32191.51776,18117.31161,18222.54545
13784,4/6/2017 17:20,13.65,84.1,0.071,66.85,61.04,32836.34015,17923.01426,18874.18182
13786,4/6/2017 17:40,13.68,84.5,0.07,73.1,66.11,33009.94618,18113.64562,19124.36364
13787,4/6/2017 17:50,13.69,85.0,0.07,59.13,53.69,33195.95264,17879.0224,19328.0
13789,4/6/2017 18:10,13.56,85.8,0.071,27.32,24.57,33890.37675,18223.62525,20340.36364
13791,4/6/2017 18:30,13.52,85.8,0.071,20.15,18.31,35986.04952,19235.43788,22510.54545
13792,4/6/2017 18:40,13.53,85.7,0.072,15.75,14.38,37536.10334,19770.6721,24692.36364
13793,4/6/2017 18:50,13.59,85.8,0.07,13.94,12.77,40524.6071,21189.40937,27031.27273
13794,4/6/2017 19:00,13.56,85.9,0.071,12.16,11.06,42955.0915,22835.43788,28456.72727
13795,4/6/2017 19:10,13.51,86.0,0.07,246.76,7.21,44852.35737,23751.93483,29271.27273
13797,4/6/2017 19:30,13.6,86.2,0.074,1.694,1.621,45261.57158,23590.63136,29381.81818
13799,4/6/2017 19:50,13.56,85.5,0.07,0.479,0.508,45112.76642,23696.94501,29585.45455
13800,4/6/2017 20:00,13.63,84.6,0.071,0.091,0.178,44901.9591,23737.27088,29370.18182
13801,4/6/2017 20:10,13.66,84.5,0.073,0.081,0.104,44976.36168,23480.65173,29410.90909
13802,4/6/2017 20:20,13.66,84.6,0.069,0.048,0.108,44976.36168,23462.32179,29655.27273
13804,4/6/2017 20:40,13.73,84.2,0.072,0.051,0.148,44343.93972,23517.31161,29666.90909
13805,4/6/2017 20:50,13.6,83.8,0.073,0.07,0.145,43785.92034,23367.00611,29288.72727
13807,4/6/2017 21:10,13.6,83.1,0.07,0.07,0.137,42831.08719,22919.7556,28689.45455
13808,4/6/2017 21:20,13.43,82.7,0.072,0.07,0.152,42521.07643,22520.16293,28334.54545
13809,4/6/2017 21:30,13.38,82.0,0.07,0.081,0.148,42087.06136,22252.54582,27991.27273
13810,4/6/2017 21:40,13.46,81.7,0.071,0.081,0.108,41293.4338,21691.64969,27601.45455
13811,4/6/2017 21:50,13.45,82.0,0.072,0.07,0.126,40648.61141,21713.64562,27275.63636
13812,4/6/2017 22:00,13.5,82.2,0.072,0.062,0.137,40102.99247,21508.35031,27054.54545
13813,4/6/2017 22:10,13.51,82.3,0.072,0.077,0.122,39197.76103,21020.77393,26530.90909
13814,4/6/2017 22:20,13.46,82.5,0.071,0.077,0.089,38019.72013,20371.89409,25914.18182
13816,4/6/2017 22:40,13.45,83.4,0.072,0.066,0.141,36023.25081,19631.36456,25070.54545
13817,4/6/2017 22:50,13.37,83.6,0.073,0.037,0.145,35056.01722,19165.78411,24395.63636
13819,4/6/2017 23:10,13.36,83.4,0.07,0.081,0.122,33146.35091,18315.27495,23080.72727
13820,4/6/2017 23:20,13.4,83.4,0.072,0.062,0.148,31893.90743,17783.70672,22493.09091
13821,4/6/2017 23:30,13.38,83.4,0.072,0.066,0.126,31174.68245,17244.80652,21864.72727
13822,4/6/2017 23:40,414.78,83.0,0.072,0.051,0.145,30492.65877,16944.19552,21224.72727
13825,4/7/2017 0:10,13.35,81.6,0.071,0.07,0.141,28347.38428,15675.76375,19368.72727
13826,4/7/2017 0:20,13.33,82.1,0.075,0.084,0.074,27702.56189,15257.84114,18891.63636
13828,4/7/2017 0:40,13.18,82.5,0.07,0.07,0.145,26524.52099,14843.58452,18181.81818
13829,4/7/2017 0:50,13.15,82.5,0.068,0.026,0.148,26239.31109,14528.30957,17890.90909
13830,4/7/2017 1:00,13.18,82.7,0.07,0.055,0.141,25780.49516,14418.32994,17850.18182
13831,4/7/2017 1:10,13.18,83.3,0.071,0.059,0.167,25185.27449,14161.71079,17448.72727
13835,4/7/2017 1:50,13.13,83.5,0.07,0.044,0.156,24366.84607,13410.1833,16925.09091
13836,4/7/2017 2:00,13.17,83.6,0.07,0.044,0.148,23883.22928,13197.55601,16576.0
13839,4/7/2017 2:30,13.28,6398.7,0.068,0.081,0.163,23573.21851,12717.31161,16151.27273
13840,4/7/2017 2:40,13.29,83.1,0.068,0.062,0.122,23709.62325,12761.30346,15959.27273
13841,4/7/2017 2:50,13.28,83.5,0.062,0.062,0.163,23759.22497,12618.32994,15842.90909
13842,4/7/2017 3:00,13.28,84.1,2.654,0.066,0.137,23635.22067,12684.31772,15738.18182
13843,4/7/2017 3:10,13.28,84.2,4.923,0.088,0.119,23548.41765,12720.9776,15889.45455
13844,4/7/2017 3:20,13.45,84.0,4.918,0.106,0.137,23560.81808,12724.64358,15773.09091
13845,4/7/2017 3:30,13.59,83.6,4.919,0.11,0.137,23821.22713,12662.32179,15796.36364
13846,4/7/2017 3:40,13.66,83.8,4.919,0.055,0.134,23821.22713,12772.30143,15784.72727
13847,4/7/2017 3:50,13.62,84.1,4.924,0.04,0.159,23709.62325,12698.98167,15813.81818
13848,4/7/2017 4:00,13.66,84.7,4.924,0.088,0.148,23846.02799,12937.27088,15930.18182
13849,4/7/2017 4:10,13.48,85.1,4.916,0.048,0.208,24143.63832,12981.26273,15959.27273
13850,4/7/2017 4:20,13.48,85.1,4.923,0.091,0.171,24379.2465,13384.52138,16349.09091
13851,4/7/2017 4:30,13.57,84.9,4.923,0.073,0.159,25358.88052,13850.10183,16628.36364
13852,4/7/2017 4:40,13.7,84.2,4.926,0.062,0.122,24937.26588,13787.78004,16448.0
13853,4/7/2017 4:50,13.69,84.7,4.923,0.033,0.171,24478.44995,13615.47862,16145.45455
13854,4/7/2017 5:00,13.62,85.3,4.925,0.051,0.163,24466.04952,13956.41548,16005.81818
13856,4/7/2017 5:20,13.45,86.1,4.921,0.073,0.171,24416.44779,13967.41344,15726.54545
13857,4/7/2017 5:30,13.42,86.4,4.927,0.073,0.185,23573.21851,13373.52342,15360.0
13858,4/7/2017 5:40,13.46,86.9,4.919,0.066,0.152,23077.20129,12827.29124,14510.54545
13859,4/7/2017 5:50,13.49,87.5,4.924,0.055,0.211,22816.79225,13146.23218,13434.18182
13860,4/7/2017 6:00,13.29,88.0,4.924,0.128,0.167,22779.59096,13351.52749,12689.45455
13862,4/7/2017 6:20,13.27,88.2,4.919,0.077,0.171,23833.62756,14220.3666,12462.54545
13863,4/7/2017 6:30,13.25,88.1,4.923,0.062,0.171,23598.01938,14026.06925,12328.72727
13864,4/7/2017 6:40,13.39,88.4,4.921,0.216,0.248,23498.81593,14040.7332,12264.72727
13865,4/7/2017 6:50,13.35,88.5,4.916,0.329,0.415,23412.01292,13802.44399,12119.27273
13866,4/7/2017 7:00,13.42,88.9,4.924,0.867,0.853,23660.02153,14139.71487,12148.36364
13867,4/7/2017 7:10,13.41,88.9,4.918,2.353,2.225,24441.24865,14627.29124,12264.72727
13868,4/7/2017 7:20,13.36,89.0,4.922,4.527,4.202,24652.05597,15030.5499,12421.81818
13869,4/7/2017 7:30,13.31,89.1,4.926,6.306,5.786,24366.84607,15356.82281,12712.72727
13870,4/7/2017 7:40,13.36,89.1,4.922,436.28,6.142,25482.88482,15617.10794,12864.0
13871,4/7/2017 7:50,13.21,89.4,4.922,8.5,7.74,26195.90958,16189.00204,13207.27273
13872,4/7/2017 8:00,13.27,89.5,4.922,13.97,12.39,26915.13455,16295.31568,13579.63636
13873,4/7/2017 8:10,13.29,89.5,4.921,15.66,13.78,28105.57589,16449.28717,14074.18182
13874,4/7/2017 8:20,13.25,89.7,4.926,17.9,16.29,28924.00431,16200.0,14388.36364
